MSA,Year,Unemployment Rate
"Rochester, NY (MSA)",2007,4.4
"San Diego-Carlsbad, CA (MSA)",2007,4.5
"Flint, MI (MSA)",2007,8.4
"Lexington-Fayette, KY (MSA)",2007,4.2
"Tucson, AZ (MSA)",2007,3.6
"Oklahoma City, OK (MSA)",2007,4.0
"Boise City, ID (MSA)",2007,3.0
"Ames, IA (MSA)",2007,2.8
"Madison, WI (MSA)",2007,3.6
"New Orleans-Metairie, LA (MSA)",2007,3.8
"Columbus, OH (MSA)",2007,4.9
"Bismarck, ND (MSA)",2007,2.8
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (MSA)",2007,4.4
"Buffalo-Cheektowaga-Niagara Falls, NY (MSA)",2007,4.7
"Visalia-Porterville, CA (MSA)",2007,9.1
"Salt Lake City, UT (MSA)",2007,2.5
"Davenport-Moline-Rock Island, IA-IL (MSA)",2007,4.3
"Dallas-Fort Worth-Arlington, TX (MSA)",2008,4.9
"Seattle-Tacoma-Bellevue, WA (MSA)",2008,4.4
"Austin-Round Rock, TX (MSA)",2008,4.4
"Chicago-Naperville-Elgin, IL-IN-WI (MSA)",2008,6.3
"St. Louis, MO-IL (MSA)",2008,6.6
"Tampa-St. Petersburg-Clearwater, FL (MSA)",2008,6.2
"Las Vegas-Henderson-Paradise, NV (MSA)",2008,6.8
"Detroit-Warren-Dearborn, MI (MSA)",2008,8.5
"Denver-Aurora-Lakewood, CO (MSA)",2008,5.0
"Jacksonville, FL (MSA)",2008,5.4
"Atlanta-Sandy Springs-Roswell, GA (MSA)",2008,6.7
"Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",2008,5.2
"Phoenix-Mesa-Scottsdale, AZ (MSA)",2008,5.2
"New York-Newark-Jersey City, NY-NJ-PA (MSA)",2008,5.3
"Kansas City, MO-KS (MSA)",2008,5.9
"Cincinnati, OH-KY-IN (MSA)",2008,5.9
"Miami-Fort Lauderdale-West Palm Beach, FL (MSA)",2008,5.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV (MSA)",2008,3.9
"Portland-Vancouver-Hillsboro, OR-WA (MSA)",2008,5.8
"Los Angeles-Long Beach-Anaheim, CA (MSA)",2008,7.0
"Pittsburgh, PA (MSA)",2008,5.1
"Charlotte-Concord-Gastonia, NC-SC (MSA)",2008,6.6
"Memphis, TN-MS-AR (MSA)",2008,6.7
"San Francisco-Oakland-Hayward, CA (MSA)",2008,5.7
"Orlando-Kissimmee-Sanford, FL (MSA)",2008,5.5
"Cleveland-Elyria, OH (MSA)",2008,6.2
"Indianapolis-Carmel-Anderson, IN (MSA)",2008,5.2
"Raleigh, NC (MSA)",2008,4.8
"San Jose-Sunnyvale-Santa Clara, CA (MSA)",2008,6.1
"Reno, NV (MSA)",2008,7.0
"Birmingham-Hoover, AL (MSA)",2008,5.2
"San Antonio-New Braunfels, TX (MSA)",2008,4.6
"Richmond, VA (MSA)",2008,4.5
"Albuquerque, NM (MSA)",2008,4.4
"Grand Rapids-Wyoming, MI (MSA)",2008,7.0
"Omaha-Council Bluffs, NE-IA (MSA)",2008,3.6
"Baltimore-Columbia-Towson, MD (MSA)",2008,4.7
"Rochester, NY (MSA)",2008,5.5
"San Diego-Carlsbad, CA (MSA)",2008,6.1
"Flint, MI (MSA)",2008,10.2
"Lexington-Fayette, KY (MSA)",2008,5.2
"Tucson, AZ (MSA)",2008,5.5
"Oklahoma City, OK (MSA)",2008,3.6
"Boise City, ID (MSA)",2008,5.3
"Ames, IA (MSA)",2008,3.1
"Madison, WI (MSA)",2008,3.7
"New Orleans-Metairie, LA (MSA)",2008,4.6
"Columbus, OH (MSA)",2008,5.7
"Bismarck, ND (MSA)",2008,2.9
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (MSA)",2008,5.3
"Buffalo-Cheektowaga-Niagara Falls, NY (MSA)",2008,5.8
"Visalia-Porterville, CA (MSA)",2008,10.9
"Salt Lake City, UT (MSA)",2008,3.2
"Davenport-Moline-Rock Island, IA-IL (MSA)",2008,5.1
"Dallas-Fort Worth-Arlington, TX (MSA)",2009,7.8
"Seattle-Tacoma-Bellevue, WA (MSA)",2009,7.7
"Austin-Round Rock, TX (MSA)",2009,6.9
"Chicago-Naperville-Elgin, IL-IN-WI (MSA)",2009,10.2
"St. Louis, MO-IL (MSA)",2009,9.7
"Tampa-St. Petersburg-Clearwater, FL (MSA)",2009,10.2
"Las Vegas-Henderson-Paradise, NV (MSA)",2009,11.9
"Detroit-Warren-Dearborn, MI (MSA)",2009,14.3
"Denver-Aurora-Lakewood, CO (MSA)",2009,8.1
"Jacksonville, FL (MSA)",2009,9.3
"Atlanta-Sandy Springs-Roswell, GA (MSA)",2009,10.4
"Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",2009,7.8
"Phoenix-Mesa-Scottsdale, AZ (MSA)",2009,9.1
"New York-Newark-Jersey City, NY-NJ-PA (MSA)",2009,8.6
"Kansas City, MO-KS (MSA)",2009,8.6
"Cincinnati, OH-KY-IN (MSA)",2009,9.6
"Miami-Fort Lauderdale-West Palm Beach, FL (MSA)",2009,9.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV (MSA)",2009,6.3
"Portland-Vancouver-Hillsboro, OR-WA (MSA)",2009,10.4
"Los Angeles-Long Beach-Anaheim, CA (MSA)",2009,11.1
"Pittsburgh, PA (MSA)",2009,7.3
"Charlotte-Concord-Gastonia, NC-SC (MSA)",2009,12.3
"Memphis, TN-MS-AR (MSA)",2009,9.7
"San Francisco-Oakland-Hayward, CA (MSA)",2009,9.8
"Orlando-Kissimmee-Sanford, FL (MSA)",2009,9.7
"Cleveland-Elyria, OH (MSA)",2009,7.8
"Indianapolis-Carmel-Anderson, IN (MSA)",2009,8.9
"Raleigh, NC (MSA)",2009,9.0
"San Jose-Sunnyvale-Santa Clara, CA (MSA)",2009,11.1
"Reno, NV (MSA)",2009,11.5
"Birmingham-Hoover, AL (MSA)",2009,9.4
"San Antonio-New Braunfels, TX (MSA)",2009,6.6
"Richmond, VA (MSA)",2009,7.7
"Albuquerque, NM (MSA)",2009,7.3
"Grand Rapids-Wyoming, MI (MSA)",2009,11.3
"Omaha-Council Bluffs, NE-IA (MSA)",2009,5.1
"Baltimore-Columbia-Towson, MD (MSA)",2009,8.0
"Rochester, NY (MSA)",2009,8.0
"San Diego-Carlsbad, CA (MSA)",2009,9.8
"Flint, MI (MSA)",2009,14.5
"Lexington-Fayette, KY (MSA)",2009,8.8
"Tucson, AZ (MSA)",2009,8.8
"Oklahoma City, OK (MSA)",2009,6.1
"Boise City, ID (MSA)",2009,9.5
"Ames, IA (MSA)",2009,4.7
"Madison, WI (MSA)",2009,6.5
"New Orleans-Metairie, LA (MSA)",2009,6.7
"Columbus, OH (MSA)",2009,8.7
"Bismarck, ND (MSA)",2009,3.6
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (MSA)",2009,8.2
"Buffalo-Cheektowaga-Niagara Falls, NY (MSA)",2009,8.5
"Visalia-Porterville, CA (MSA)",2009,15.4
"Salt Lake City, UT (MSA)",2009,7.0
"Davenport-Moline-Rock Island, IA-IL (MSA)",2009,8.4
"Dallas-Fort Worth-Arlington, TX (MSA)",2010,8.1
"Seattle-Tacoma-Bellevue, WA (MSA)",2010,8.9
"Austin-Round Rock, TX (MSA)",2010,7.0
"Chicago-Naperville-Elgin, IL-IN-WI (MSA)",2010,10.6
"St. Louis, MO-IL (MSA)",2010,9.5
"Tampa-St. Petersburg-Clearwater, FL (MSA)",2010,10.7
"Las Vegas-Henderson-Paradise, NV (MSA)",2010,14.0
"Detroit-Warren-Dearborn, MI (MSA)",2010,13.4
"Denver-Aurora-Lakewood, CO (MSA)",2010,9.1
"Jacksonville, FL (MSA)",2010,10.4
"Atlanta-Sandy Springs-Roswell, GA (MSA)",2010,10.4
"Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",2010,7.3
"Phoenix-Mesa-Scottsdale, AZ (MSA)",2010,9.5
"New York-Newark-Jersey City, NY-NJ-PA (MSA)",2010,9.0
"Kansas City, MO-KS (MSA)",2010,8.6
"Cincinnati, OH-KY-IN (MSA)",2010,9.9
"Miami-Fort Lauderdale-West Palm Beach, FL (MSA)",2010,10.9
"Washington-Arlington-Alexandria, DC-VA-MD-WV (MSA)",2010,6.6
"Portland-Vancouver-Hillsboro, OR-WA (MSA)",2010,10.1
"Los Angeles-Long Beach-Anaheim, CA (MSA)",2010,12.0
"Pittsburgh, PA (MSA)",2010,7.7
"Charlotte-Concord-Gastonia, NC-SC (MSA)",2010,11.7
"Memphis, TN-MS-AR (MSA)",2010,9.8
"San Francisco-Oakland-Hayward, CA (MSA)",2010,10.1
"Orlando-Kissimmee-Sanford, FL (MSA)",2010,10.7
"Cleveland-Elyria, OH (MSA)",2010,8.4
"Indianapolis-Carmel-Anderson, IN (MSA)",2010,9.3
"Raleigh, NC (MSA)",2010,8.5
"San Jose-Sunnyvale-Santa Clara, CA (MSA)",2010,10.8
"Reno, NV (MSA)",2010,13.1
"Birmingham-Hoover, AL (MSA)",2010,9.7
"San Antonio-New Braunfels, TX (MSA)",2010,7.3
"Richmond, VA (MSA)",2010,8.2
"Albuquerque, NM (MSA)",2010,7.7
"Grand Rapids-Wyoming, MI (MSA)",2010,10.1
"Omaha-Council Bluffs, NE-IA (MSA)",2010,5.2
"Baltimore-Columbia-Towson, MD (MSA)",2010,8.3
"Rochester, NY (MSA)",2010,8.2
"San Diego-Carlsbad, CA (MSA)",2010,11.0
"Flint, MI (MSA)",2010,13.7
"Lexington-Fayette, KY (MSA)",2010,8.0
"Tucson, AZ (MSA)",2010,9.3
"Oklahoma City, OK (MSA)",2010,5.6
"Boise City, ID (MSA)",2010,9.0
"Ames, IA (MSA)",2010,4.3
"Madison, WI (MSA)",2010,6.3
"New Orleans-Metairie, LA (MSA)",2010,7.3
"Columbus, OH (MSA)",2010,9.0
"Bismarck, ND (MSA)",2010,3.8
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (MSA)",2010,8.7
"Buffalo-Cheektowaga-Niagara Falls, NY (MSA)",2010,8.7
"Visalia-Porterville, CA (MSA)",2010,17.6
"Salt Lake City, UT (MSA)",2010,7.8
"Davenport-Moline-Rock Island, IA-IL (MSA)",2010,8.3
"Dallas-Fort Worth-Arlington, TX (MSA)",2011,7.8
"Seattle-Tacoma-Bellevue, WA (MSA)",2011,8.2
"Austin-Round Rock, TX (MSA)",2011,6.8
"Chicago-Naperville-Elgin, IL-IN-WI (MSA)",2011,10.0
"St. Louis, MO-IL (MSA)",2011,8.6
"Tampa-St. Petersburg-Clearwater, FL (MSA)",2011,9.9
"Las Vegas-Henderson-Paradise, NV (MSA)",2011,13.5
"Detroit-Warren-Dearborn, MI (MSA)",2011,11.0
"Denver-Aurora-Lakewood, CO (MSA)",2011,8.6
"Jacksonville, FL (MSA)",2011,9.7
"Atlanta-Sandy Springs-Roswell, GA (MSA)",2011,9.8
"Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",2011,6.3
"Phoenix-Mesa-Scottsdale, AZ (MSA)",2011,8.6
"New York-Newark-Jersey City, NY-NJ-PA (MSA)",2011,8.6
"Kansas City, MO-KS (MSA)",2011,7.8
"Cincinnati, OH-KY-IN (MSA)",2011,8.8
"Miami-Fort Lauderdale-West Palm Beach, FL (MSA)",2011,9.7
"Washington-Arlington-Alexandria, DC-VA-MD-WV (MSA)",2011,6.2
"Portland-Vancouver-Hillsboro, OR-WA (MSA)",2011,8.8
"Los Angeles-Long Beach-Anaheim, CA (MSA)",2011,11.5
"Pittsburgh, PA (MSA)",2011,7.2
"Charlotte-Concord-Gastonia, NC-SC (MSA)",2011,10.6
"Memphis, TN-MS-AR (MSA)",2011,9.5
"San Francisco-Oakland-Hayward, CA (MSA)",2011,9.3
"Orlando-Kissimmee-Sanford, FL (MSA)",2011,10.0
"Cleveland-Elyria, OH (MSA)",2011,7.4
"Indianapolis-Carmel-Anderson, IN (MSA)",2011,8.6
"Raleigh, NC (MSA)",2011,8.2
"San Jose-Sunnyvale-Santa Clara, CA (MSA)",2011,9.6
"Reno, NV (MSA)",2011,12.9
"Birmingham-Hoover, AL (MSA)",2011,8.7
"San Antonio-New Braunfels, TX (MSA)",2011,7.4
"Richmond, VA (MSA)",2011,7.3
"Albuquerque, NM (MSA)",2011,7.2
"Grand Rapids-Wyoming, MI (MSA)",2011,8.0
"Omaha-Council Bluffs, NE-IA (MSA)",2011,4.9
"Baltimore-Columbia-Towson, MD (MSA)",2011,7.6
"Rochester, NY (MSA)",2011,7.8
"San Diego-Carlsbad, CA (MSA)",2011,10.5
"Flint, MI (MSA)",2011,11.1
"Lexington-Fayette, KY (MSA)",2011,7.3
"Tucson, AZ (MSA)",2011,8.4
"Oklahoma City, OK (MSA)",2011,4.8
"Boise City, ID (MSA)",2011,8.2
"Ames, IA (MSA)",2011,4.0
"Madison, WI (MSA)",2011,5.6
"New Orleans-Metairie, LA (MSA)",2011,7.3
"Columbus, OH (MSA)",2011,7.8
"Bismarck, ND (MSA)",2011,3.4
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (MSA)",2011,8.4
"Buffalo-Cheektowaga-Niagara Falls, NY (MSA)",2011,8.3
"Visalia-Porterville, CA (MSA)",2011,17.4
"Salt Lake City, UT (MSA)",2011,7.0
"Davenport-Moline-Rock Island, IA-IL (MSA)",2011,7.4
"Dallas-Fort Worth-Arlington, TX (MSA)",2012,6.5
"Seattle-Tacoma-Bellevue, WA (MSA)",2012,7.0
"Austin-Round Rock, TX (MSA)",2012,5.6
"Chicago-Naperville-Elgin, IL-IN-WI (MSA)",2012,9.2
"St. Louis, MO-IL (MSA)",2012,7.5
"Tampa-St. Petersburg-Clearwater, FL (MSA)",2012,8.5
"Las Vegas-Henderson-Paradise, NV (MSA)",2012,11.7
"Detroit-Warren-Dearborn, MI (MSA)",2012,10.0
"Denver-Aurora-Lakewood, CO (MSA)",2012,7.8
"Jacksonville, FL (MSA)",2012,8.5
"Atlanta-Sandy Springs-Roswell, GA (MSA)",2012,8.7
"Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",2012,5.5
"Phoenix-Mesa-Scottsdale, AZ (MSA)",2012,7.4
"New York-Newark-Jersey City, NY-NJ-PA (MSA)",2012,8.8
"Kansas City, MO-KS (MSA)",2012,6.6
"Cincinnati, OH-KY-IN (MSA)",2012,7.4
"Miami-Fort Lauderdale-West Palm Beach, FL (MSA)",2012,8.2
"Washington-Arlington-Alexandria, DC-VA-MD-WV (MSA)",2012,5.7
"Portland-Vancouver-Hillsboro, OR-WA (MSA)",2012,7.8
"Los Angeles-Long Beach-Anaheim, CA (MSA)",2012,10.3
"Pittsburgh, PA (MSA)",2012,7.1
"Charlotte-Concord-Gastonia, NC-SC (MSA)",2012,9.4
"Memphis, TN-MS-AR (MSA)",2012,8.5
"San Francisco-Oakland-Hayward, CA (MSA)",2012,7.9
"Orlando-Kissimmee-Sanford, FL (MSA)",2012,8.7
"Cleveland-Elyria, OH (MSA)",2012,6.6
"Indianapolis-Carmel-Anderson, IN (MSA)",2012,7.9
"Raleigh, NC (MSA)",2012,7.6
"San Jose-Sunnyvale-Santa Clara, CA (MSA)",2012,8.2
"Reno, NV (MSA)",2012,11.5
"Birmingham-Hoover, AL (MSA)",2012,7.2
"San Antonio-New Braunfels, TX (MSA)",2012,6.2
"Richmond, VA (MSA)",2012,6.5
"Albuquerque, NM (MSA)",2012,7.0
"Grand Rapids-Wyoming, MI (MSA)",2012,6.8
"Omaha-Council Bluffs, NE-IA (MSA)",2012,4.3
"Baltimore-Columbia-Towson, MD (MSA)",2012,7.1
"Rochester, NY (MSA)",2012,8.1
"San Diego-Carlsbad, CA (MSA)",2012,9.3
"Flint, MI (MSA)",2012,10.0
"Lexington-Fayette, KY (MSA)",2012,6.2
"Tucson, AZ (MSA)",2012,7.4
"Oklahoma City, OK (MSA)",2012,4.4
"Boise City, ID (MSA)",2012,7.3
"Ames, IA (MSA)",2012,3.6
"Madison, WI (MSA)",2012,5.1
"New Orleans-Metairie, LA (MSA)",2012,6.7
"Columbus, OH (MSA)",2012,6.5
"Bismarck, ND (MSA)",2012,3.0
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (MSA)",2012,8.3
"Buffalo-Cheektowaga-Niagara Falls, NY (MSA)",2012,8.6
"Visalia-Porterville, CA (MSA)",2012,16.4
"Salt Lake City, UT (MSA)",2012,4.7
"Davenport-Moline-Rock Island, IA-IL (MSA)",2012,6.9
"Dallas-Fort Worth-Arlington, TX (MSA)",2013,6.2
"Seattle-Tacoma-Bellevue, WA (MSA)",2013,5.3
"Austin-Round Rock, TX (MSA)",2013,5.2
"Chicago-Naperville-Elgin, IL-IN-WI (MSA)",2013,9.1
"St. Louis, MO-IL (MSA)",2013,7.2
"Tampa-St. Petersburg-Clearwater, FL (MSA)",2013,7.2
"Las Vegas-Henderson-Paradise, NV (MSA)",2013,10.0
"Detroit-Warren-Dearborn, MI (MSA)",2013,9.7
"Denver-Aurora-Lakewood, CO (MSA)",2013,6.5
"Jacksonville, FL (MSA)",2013,7.3
"Atlanta-Sandy Springs-Roswell, GA (MSA)",2013,7.7
"Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",2013,4.8
"Phoenix-Mesa-Scottsdale, AZ (MSA)",2013,6.7
"New York-Newark-Jersey City, NY-NJ-PA (MSA)",2013,8.0
"Kansas City, MO-KS (MSA)",2013,6.3
"Cincinnati, OH-KY-IN (MSA)",2013,7.2
"Miami-Fort Lauderdale-West Palm Beach, FL (MSA)",2013,7.4
"Washington-Arlington-Alexandria, DC-VA-MD-WV (MSA)",2013,5.5
"Portland-Vancouver-Hillsboro, OR-WA (MSA)",2013,7.0
"Los Angeles-Long Beach-Anaheim, CA (MSA)",2013,9.0
"Pittsburgh, PA (MSA)",2013,6.6
"Charlotte-Concord-Gastonia, NC-SC (MSA)",2013,7.6
"Memphis, TN-MS-AR (MSA)",2013,8.5
"San Francisco-Oakland-Hayward, CA (MSA)",2013,6.5
"Orlando-Kissimmee-Sanford, FL (MSA)",2013,7.3
"Cleveland-Elyria, OH (MSA)",2013,6.8
"Indianapolis-Carmel-Anderson, IN (MSA)",2013,7.2
"Raleigh, NC (MSA)",2013,6.1
"San Jose-Sunnyvale-Santa Clara, CA (MSA)",2013,6.7
"Reno, NV (MSA)",2013,9.8
"Birmingham-Hoover, AL (MSA)",2013,6.4
"San Antonio-New Braunfels, TX (MSA)",2013,5.8
"Richmond, VA (MSA)",2013,5.9
"Albuquerque, NM (MSA)",2013,6.8
"Grand Rapids-Wyoming, MI (MSA)",2013,6.3
"Omaha-Council Bluffs, NE-IA (MSA)",2013,4.0
"Baltimore-Columbia-Towson, MD (MSA)",2013,6.8
"Rochester, NY (MSA)",2013,7.2
"San Diego-Carlsbad, CA (MSA)",2013,7.9
"Flint, MI (MSA)",2013,9.8
"Lexington-Fayette, KY (MSA)",2013,6.0
"Tucson, AZ (MSA)",2013,6.8
"Oklahoma City, OK (MSA)",2013,4.5
"Boise City, ID (MSA)",2013,6.6
"Ames, IA (MSA)",2013,3.3
"Madison, WI (MSA)",2013,4.9
"New Orleans-Metairie, LA (MSA)",2013,6.4
"Columbus, OH (MSA)",2013,6.5
"Bismarck, ND (MSA)",2013,2.8
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (MSA)",2013,7.6
"Buffalo-Cheektowaga-Niagara Falls, NY (MSA)",2013,7.8
"Visalia-Porterville, CA (MSA)",2013,14.5
"Salt Lake City, UT (MSA)",2013,4.1
"Davenport-Moline-Rock Island, IA-IL (MSA)",2013,7.0
"Dallas-Fort Worth-Arlington, TX (MSA)",2014,5.1
"Seattle-Tacoma-Bellevue, WA (MSA)",2014,5.1
"Austin-Round Rock, TX (MSA)",2014,4.3
"Chicago-Naperville-Elgin, IL-IN-WI (MSA)",2014,7.2
"St. Louis, MO-IL (MSA)",2014,6.3
"Tampa-St. Petersburg-Clearwater, FL (MSA)",2014,6.2
"Las Vegas-Henderson-Paradise, NV (MSA)",2014,8.2
"Detroit-Warren-Dearborn, MI (MSA)",2014,8.1
"Denver-Aurora-Lakewood, CO (MSA)",2014,4.8
"Jacksonville, FL (MSA)",2014,6.4
"Atlanta-Sandy Springs-Roswell, GA (MSA)",2014,6.8
"Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",2014,4.0
"Phoenix-Mesa-Scottsdale, AZ (MSA)",2014,5.9
"New York-Newark-Jersey City, NY-NJ-PA (MSA)",2014,6.4
"Kansas City, MO-KS (MSA)",2014,5.6
"Cincinnati, OH-KY-IN (MSA)",2014,5.5
"Miami-Fort Lauderdale-West Palm Beach, FL (MSA)",2014,6.4
"Washington-Arlington-Alexandria, DC-VA-MD-WV (MSA)",2014,5.0
"Portland-Vancouver-Hillsboro, OR-WA (MSA)",2014,6.0
"Los Angeles-Long Beach-Anaheim, CA (MSA)",2014,7.6
"Pittsburgh, PA (MSA)",2014,5.7
"Charlotte-Concord-Gastonia, NC-SC (MSA)",2014,6.0
"Memphis, TN-MS-AR (MSA)",2014,7.4
"San Francisco-Oakland-Hayward, CA (MSA)",2014,5.3
"Orlando-Kissimmee-Sanford, FL (MSA)",2014,6.2
"Cleveland-Elyria, OH (MSA)",2014,6.0
"Indianapolis-Carmel-Anderson, IN (MSA)",2014,5.7
"Raleigh, NC (MSA)",2014,4.9
"San Jose-Sunnyvale-Santa Clara, CA (MSA)",2014,5.3
"Reno, NV (MSA)",2014,7.8
"Birmingham-Hoover, AL (MSA)",2014,5.9
"San Antonio-New Braunfels, TX (MSA)",2014,4.7
"Richmond, VA (MSA)",2014,5.4
"Albuquerque, NM (MSA)",2014,6.4
"Grand Rapids-Wyoming, MI (MSA)",2014,5.1
"Omaha-Council Bluffs, NE-IA (MSA)",2014,3.6
"Baltimore-Columbia-Towson, MD (MSA)",2014,5.9
"Rochester, NY (MSA)",2014,5.9
"San Diego-Carlsbad, CA (MSA)",2014,6.5
"Flint, MI (MSA)",2014,8.0
"Lexington-Fayette, KY (MSA)",2014,4.9
"Tucson, AZ (MSA)",2014,6.0
"Oklahoma City, OK (MSA)",2014,3.9
"Boise City, ID (MSA)",2014,4.3
"Ames, IA (MSA)",2014,2.9
"Madison, WI (MSA)",2014,3.9
"New Orleans-Metairie, LA (MSA)",2014,6.2
"Columbus, OH (MSA)",2014,4.9
"Bismarck, ND (MSA)",2014,2.7
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (MSA)",2014,6.3
"Buffalo-Cheektowaga-Niagara Falls, NY (MSA)",2014,6.3
"Visalia-Porterville, CA (MSA)",2014,13.3
"Salt Lake City, UT (MSA)",2014,3.6
"Davenport-Moline-Rock Island, IA-IL (MSA)",2014,6.2
"Dallas-Fort Worth-Arlington, TX (MSA)",2015,4.1
"Seattle-Tacoma-Bellevue, WA (MSA)",2015,4.6
"Austin-Round Rock, TX (MSA)",2015,3.4
"Chicago-Naperville-Elgin, IL-IN-WI (MSA)",2015,6.0
"St. Louis, MO-IL (MSA)",2015,5.1
"Tampa-St. Petersburg-Clearwater, FL (MSA)",2015,5.3
"Las Vegas-Henderson-Paradise, NV (MSA)",2015,6.9
"Detroit-Warren-Dearborn, MI (MSA)",2015,5.8
"Denver-Aurora-Lakewood, CO (MSA)",2015,3.6
"Jacksonville, FL (MSA)",2015,5.4
"Atlanta-Sandy Springs-Roswell, GA (MSA)",2015,5.8
"Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",2015,3.5
"Phoenix-Mesa-Scottsdale, AZ (MSA)",2015,5.2
"New York-Newark-Jersey City, NY-NJ-PA (MSA)",2015,5.3
"Kansas City, MO-KS (MSA)",2015,4.8
"Cincinnati, OH-KY-IN (MSA)",2015,4.5
"Miami-Fort Lauderdale-West Palm Beach, FL (MSA)",2015,5.6
"Washington-Arlington-Alexandria, DC-VA-MD-WV (MSA)",2015,4.4
"Portland-Vancouver-Hillsboro, OR-WA (MSA)",2015,5.1
"Los Angeles-Long Beach-Anaheim, CA (MSA)",2015,6.2
"Pittsburgh, PA (MSA)",2015,5.4
"Charlotte-Concord-Gastonia, NC-SC (MSA)",2015,5.4
"Memphis, TN-MS-AR (MSA)",2015,6.2
"San Francisco-Oakland-Hayward, CA (MSA)",2015,4.3
"Orlando-Kissimmee-Sanford, FL (MSA)",2015,5.2
"Cleveland-Elyria, OH (MSA)",2015,5.0
"Indianapolis-Carmel-Anderson, IN (MSA)",2015,4.5
"Raleigh, NC (MSA)",2015,4.8
"San Jose-Sunnyvale-Santa Clara, CA (MSA)",2015,4.3
"Reno, NV (MSA)",2015,6.3
"Birmingham-Hoover, AL (MSA)",2015,5.5
"San Antonio-New Braunfels, TX (MSA)",2015,3.8
"Richmond, VA (MSA)",2015,4.6
"Albuquerque, NM (MSA)",2015,6.2
"Grand Rapids-Wyoming, MI (MSA)",2015,3.9
"Omaha-Council Bluffs, NE-IA (MSA)",2015,3.2
"Baltimore-Columbia-Towson, MD (MSA)",2015,5.2
"Rochester, NY (MSA)",2015,5.1
"San Diego-Carlsbad, CA (MSA)",2015,5.2
"Flint, MI (MSA)",2015,6.3
"Lexington-Fayette, KY (MSA)",2015,3.9
"Tucson, AZ (MSA)",2015,5.5
"Oklahoma City, OK (MSA)",2015,3.8
"Boise City, ID (MSA)",2015,3.8
"Ames, IA (MSA)",2015,2.5
"Madison, WI (MSA)",2015,3.3
"New Orleans-Metairie, LA (MSA)",2015,6.0
"Columbus, OH (MSA)",2015,4.2
"Bismarck, ND (MSA)",2015,2.6
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (MSA)",2015,5.5
"Buffalo-Cheektowaga-Niagara Falls, NY (MSA)",2015,5.5
"Visalia-Porterville, CA (MSA)",2015,11.7
"Salt Lake City, UT (MSA)",2015,3.4
"Davenport-Moline-Rock Island, IA-IL (MSA)",2015,5.5
"Dallas-Fort Worth-Arlington, TX (MSA)",2016,3.9
"Seattle-Tacoma-Bellevue, WA (MSA)",2016,4.3
"Austin-Round Rock, TX (MSA)",2016,3.3
"Chicago-Naperville-Elgin, IL-IN-WI (MSA)",2016,5.8
"St. Louis, MO-IL (MSA)",2016,4.6
"Tampa-St. Petersburg-Clearwater, FL (MSA)",2016,4.6
"Las Vegas-Henderson-Paradise, NV (MSA)",2016,5.9
"Detroit-Warren-Dearborn, MI (MSA)",2016,5.2
"Denver-Aurora-Lakewood, CO (MSA)",2016,3.0
"Jacksonville, FL (MSA)",2016,4.7
"Atlanta-Sandy Springs-Roswell, GA (MSA)",2016,5.2
"Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",2016,3.5
"Phoenix-Mesa-Scottsdale, AZ (MSA)",2016,4.7
"New York-Newark-Jersey City, NY-NJ-PA (MSA)",2016,4.8
"Kansas City, MO-KS (MSA)",2016,4.3
"Cincinnati, OH-KY-IN (MSA)",2016,4.4
"Miami-Fort Lauderdale-West Palm Beach, FL (MSA)",2016,5.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV (MSA)",2016,3.8
"Portland-Vancouver-Hillsboro, OR-WA (MSA)",2016,4.5
"Los Angeles-Long Beach-Anaheim, CA (MSA)",2016,5.0
"Pittsburgh, PA (MSA)",2016,5.6
"Charlotte-Concord-Gastonia, NC-SC (MSA)",2016,4.8
"Memphis, TN-MS-AR (MSA)",2016,5.2
"San Francisco-Oakland-Hayward, CA (MSA)",2016,3.8
"Orlando-Kissimmee-Sanford, FL (MSA)",2016,4.5
"Cleveland-Elyria, OH (MSA)",2016,5.4
"Indianapolis-Carmel-Anderson, IN (MSA)",2016,4.0
"Raleigh, NC (MSA)",2016,4.4
"San Jose-Sunnyvale-Santa Clara, CA (MSA)",2016,3.9
"Reno, NV (MSA)",2016,5.1
