MSA,Year,HPI (Not Seasonally Adjusted)
"Fargo, ND-MN",2007,174.485
"Fargo, ND-MN",2008,176.2525
"Fargo, ND-MN",2009,177.07
"Fargo, ND-MN",2010,177.3975
"Fargo, ND-MN",2011,178.1325
"Fargo, ND-MN",2012,181.38
"Fargo, ND-MN",2013,190.9325
"Fargo, ND-MN",2014,205.58
"Fargo, ND-MN",2015,219.445
"Fargo, ND-MN",2016,232.355
"Fargo, ND-MN",2017,238.4875
"Fargo, ND-MN",2018,244.1475
"Fargo, ND-MN",2019,249.17
"Fargo, ND-MN",2020,255.255
"Fargo, ND-MN",2021,273.9525
"Fargo, ND-MN",2022,308.585
"Fargo, ND-MN",2023,316.95
"Farmington, NM",1985,76.9725
"Farmington, NM",1986,81.4875
"Farmington, NM",1987,78.1325
"Farmington, NM",1988,73.245
"Farmington, NM",1989,73.715
"Farmington, NM",1990,76.5425
"Farmington, NM",1991,79.8325
"Farmington, NM",1992,85.9525
"Farmington, NM",1993,89.905
"Farmington, NM",1994,98.725
"Farmington, NM",1995,105.6175
"Farmington, NM",1996,112.305
"Farmington, NM",1997,115.5425
"Farmington, NM",1998,119.29
"Farmington, NM",1999,123.105
"Farmington, NM",2000,126.855
"Farmington, NM",2001,132.6675
"Farmington, NM",2002,139.625
"Farmington, NM",2003,148.98
"Farmington, NM",2004,163.42
"Farmington, NM",2005,187.41
"Farmington, NM",2006,208.7325
"Farmington, NM",2007,218.4325
"Farmington, NM",2008,220.0725
"Farmington, NM",2009,218.19
"Farmington, NM",2010,210.1525
"Farmington, NM",2011,200.3875
"Farmington, NM",2012,198.6225
"Farmington, NM",2013,201.0625
"Farmington, NM",2014,199.9725
"Farmington, NM",2015,201.4775
"Farmington, NM",2016,204.8
"Farmington, NM",2017,201.0525
"Farmington, NM",2018,198.7775
"Farmington, NM",2019,201.8725
"Farmington, NM",2020,212.5125
"Farmington, NM",2021,231.9175
"Farmington, NM",2022,267.2825
"Farmington, NM",2023,271.76
"Fayetteville-Springdale-Rogers, AR",1979,55.16
"Fayetteville-Springdale-Rogers, AR",1980,57.97
"Fayetteville-Springdale-Rogers, AR",1981,57.68
"Fayetteville-Springdale-Rogers, AR",1982,65.215
"Fayetteville-Springdale-Rogers, AR",1983,65.25
"Fayetteville-Springdale-Rogers, AR",1984,65.425
"Fayetteville-Springdale-Rogers, AR",1985,69.9
"Fayetteville-Springdale-Rogers, AR",1986,72.4
"Fayetteville-Springdale-Rogers, AR",1987,73.2125
"Fayetteville-Springdale-Rogers, AR",1988,74.72
"Fayetteville-Springdale-Rogers, AR",1989,77.4025
"Fayetteville-Springdale-Rogers, AR",1990,80.0025
"Fayetteville-Springdale-Rogers, AR",1991,81.6175
"Fayetteville-Springdale-Rogers, AR",1992,85.0025
"Fayetteville-Springdale-Rogers, AR",1993,90.2875
"Fayetteville-Springdale-Rogers, AR",1994,97.3225
"Fayetteville-Springdale-Rogers, AR",1995,102.465
"Fayetteville-Springdale-Rogers, AR",1996,105.7225
"Fayetteville-Springdale-Rogers, AR",1997,108.16
"Fayetteville-Springdale-Rogers, AR",1998,111.155
"Fayetteville-Springdale-Rogers, AR",1999,113.39
"Fayetteville-Springdale-Rogers, AR",2000,116.785
"Fayetteville-Springdale-Rogers, AR",2001,123.7475
"Fayetteville-Springdale-Rogers, AR",2002,128.8275
"Fayetteville-Springdale-Rogers, AR",2003,136.025
"Fayetteville-Springdale-Rogers, AR",2004,149.0325
"Fayetteville-Springdale-Rogers, AR",2005,164.8525
"Fayetteville-Springdale-Rogers, AR",2006,176.67
"Fayetteville-Springdale-Rogers, AR",2007,177.91
"Fayetteville-Springdale-Rogers, AR",2008,171.115
"Fayetteville-Springdale-Rogers, AR",2009,161.6325
"Fayetteville-Springdale-Rogers, AR",2010,151.905
"Fayetteville-Springdale-Rogers, AR",2011,145.2625
"Fayetteville-Springdale-Rogers, AR",2012,146.405
"Fayetteville-Springdale-Rogers, AR",2013,151.9625
"Fayetteville-Springdale-Rogers, AR",2014,158.2275
"Fayetteville-Springdale-Rogers, AR",2015,165.5825
"Fayetteville-Springdale-Rogers, AR",2016,174.7275
"Fayetteville-Springdale-Rogers, AR",2017,186.755
"Fayetteville-Springdale-Rogers, AR",2018,198.7625
"Fayetteville-Springdale-Rogers, AR",2019,209.08
"Fayetteville-Springdale-Rogers, AR",2020,219.4325
"Fayetteville-Springdale-Rogers, AR",2021,257.9225
"Fayetteville-Springdale-Rogers, AR",2022,317.43
"Fayetteville-Springdale-Rogers, AR",2023,346.61
"Fayetteville, NC",1986,73.48
"Fayetteville, NC",1987,76.8975
"Fayetteville, NC",1988,78.6125
"Fayetteville, NC",1989,81.625
"Fayetteville, NC",1990,83.1425
"Fayetteville, NC",1991,85.7725
"Fayetteville, NC",1992,89.0275
"Fayetteville, NC",1993,92.8375
"Fayetteville, NC",1994,96.335
"Fayetteville, NC",1995,101.3475
"Fayetteville, NC",1996,104.1675
"Fayetteville, NC",1997,106.36
"Fayetteville, NC",1998,109.055
"Fayetteville, NC",1999,110.04
"Fayetteville, NC",2000,111.245
"Fayetteville, NC",2001,116.505
"Fayetteville, NC",2002,119.0975
"Fayetteville, NC",2003,121.56
"Fayetteville, NC",2004,125.5425
"Fayetteville, NC",2005,132.12
"Fayetteville, NC",2006,140.3775
"Fayetteville, NC",2007,147.4875
"Fayetteville, NC",2008,150.9775
"Fayetteville, NC",2009,151.45
"Fayetteville, NC",2010,150.565
"Fayetteville, NC",2011,149.8625
"Fayetteville, NC",2012,146.725
"Fayetteville, NC",2013,144.4325
"Fayetteville, NC",2014,143.6475
"Fayetteville, NC",2015,144.4875
"Fayetteville, NC",2016,146.01
"Fayetteville, NC",2017,147.3575
"Fayetteville, NC",2018,152.105
"Fayetteville, NC",2019,159.0725
"Fayetteville, NC",2020,170.065
"Fayetteville, NC",2021,191.8625
"Fayetteville, NC",2022,233.255
"Fayetteville, NC",2023,256.65
"Flagstaff, AZ",1986,66.89
"Flagstaff, AZ",1987,69.51
"Flagstaff, AZ",1988,69.265
"Flagstaff, AZ",1989,70.36
"Flagstaff, AZ",1990,73.21
"Flagstaff, AZ",1991,77.1475
"Flagstaff, AZ",1992,80.0125
"Flagstaff, AZ",1993,84.995
"Flagstaff, AZ",1994,92.27
"Flagstaff, AZ",1995,102.8125
"Flagstaff, AZ",1996,109.0325
"Flagstaff, AZ",1997,112.3975
"Flagstaff, AZ",1998,116.185
"Flagstaff, AZ",1999,117.8275
"Flagstaff, AZ",2000,123.1925
"Flagstaff, AZ",2001,129.855
"Flagstaff, AZ",2002,138.66
"Flagstaff, AZ",2003,147.8775
"Flagstaff, AZ",2004,168.885
"Flagstaff, AZ",2005,209.6975
"Flagstaff, AZ",2006,252.7275
"Flagstaff, AZ",2007,257.6925
"Flagstaff, AZ",2008,245.0025
"Flagstaff, AZ",2009,220.85
"Flagstaff, AZ",2010,196.125
"Flagstaff, AZ",2011,177.5
"Flagstaff, AZ",2012,175.505
"Flagstaff, AZ",2013,186.58
"Flagstaff, AZ",2014,200.5075
"Flagstaff, AZ",2015,215.005
"Flagstaff, AZ",2016,226.8325
"Flagstaff, AZ",2017,244.32
"Flagstaff, AZ",2018,260.7425
"Flagstaff, AZ",2019,272.71
"Flagstaff, AZ",2020,291.1
"Flagstaff, AZ",2021,351.6825
"Flagstaff, AZ",2022,428.35
"Flagstaff, AZ",2023,435.94
"Flint, MI",1977,45.55
"Flint, MI",1978,49.515
"Flint, MI",1979,58.4375
"Flint, MI",1980,60.6525
"Flint, MI",1981,62.05
"Flint, MI",1982,59.025
"Flint, MI",1983,61.2275
"Flint, MI",1984,60.53
"Flint, MI",1985,62.9525
"Flint, MI",1986,66.7525
"Flint, MI",1987,69.325
"Flint, MI",1988,71.9275
"Flint, MI",1989,75.5425
"Flint, MI",1990,80.465
"Flint, MI",1991,84.14
"Flint, MI",1992,87.8325
"Flint, MI",1993,90.05
"Flint, MI",1994,95.22
"Flint, MI",1995,103.545
"Flint, MI",1996,112.2725
"Flint, MI",1997,120.1775
"Flint, MI",1998,126.905
"Flint, MI",1999,132.9125
"Flint, MI",2000,141.0125
"Flint, MI",2001,149.045
"Flint, MI",2002,155.04
"Flint, MI",2003,159.84
"Flint, MI",2004,165.215
"Flint, MI",2005,171.4725
"Flint, MI",2006,167.0925
"Flint, MI",2007,158.195
"Flint, MI",2008,141.07
"Flint, MI",2009,124.8125
"Flint, MI",2010,113.4825
"Flint, MI",2011,107.8875
"Flint, MI",2012,107.0425
"Flint, MI",2013,113.9775
"Flint, MI",2014,123.565
"Flint, MI",2015,132.07
"Flint, MI",2016,139.51
"Flint, MI",2017,150.02
"Flint, MI",2018,159.7875
"Flint, MI",2019,168.165
"Flint, MI",2020,177.71
"Flint, MI",2021,203.2375
"Flint, MI",2022,229.7475
"Flint, MI",2023,238.125
"Florence-Muscle Shoals, AL",1992,90.24
"Florence-Muscle Shoals, AL",1993,94.8775
"Florence-Muscle Shoals, AL",1994,97.845
"Florence-Muscle Shoals, AL",1995,102.2725
"Florence-Muscle Shoals, AL",1996,105.1775
"Florence-Muscle Shoals, AL",1997,107.0975
"Florence-Muscle Shoals, AL",1998,110.5225
"Florence-Muscle Shoals, AL",1999,112.72
"Florence-Muscle Shoals, AL",2000,111.495
"Florence-Muscle Shoals, AL",2001,117.4125
"Florence-Muscle Shoals, AL",2002,119.4325
"Florence-Muscle Shoals, AL",2003,123.065
"Florence-Muscle Shoals, AL",2004,126.59
"Florence-Muscle Shoals, AL",2005,131.1475
"Florence-Muscle Shoals, AL",2006,140.07
"Florence-Muscle Shoals, AL",2007,147.685
"Florence-Muscle Shoals, AL",2008,153.2925
"Florence-Muscle Shoals, AL",2009,155.6925
"Florence-Muscle Shoals, AL",2010,152.515
"Florence-Muscle Shoals, AL",2011,151.71
"Florence-Muscle Shoals, AL",2012,152.9875
"Florence-Muscle Shoals, AL",2013,153.86
"Florence-Muscle Shoals, AL",2014,157.1725
"Florence-Muscle Shoals, AL",2015,159.0925
"Florence-Muscle Shoals, AL",2016,163.62
"Florence-Muscle Shoals, AL",2017,168.085
"Florence-Muscle Shoals, AL",2018,169.55
"Florence-Muscle Shoals, AL",2019,178.1
"Florence-Muscle Shoals, AL",2020,186.575
"Florence-Muscle Shoals, AL",2021,210.94
"Florence-Muscle Shoals, AL",2022,249.56
"Florence-Muscle Shoals, AL",2023,275.46
"Florence, SC",1986,73.875
"Florence, SC",1987,74.9525
"Florence, SC",1988,78.75
"Florence, SC",1989,81.98
"Florence, SC",1990,84.8525
"Florence, SC",1991,87.665
"Florence, SC",1992,91.1825
"Florence, SC",1993,94.4975
"Florence, SC",1994,98.765
"Florence, SC",1995,101.1125
"Florence, SC",1996,105.1175
"Florence, SC",1997,109.66
"Florence, SC",1998,115.7225
"Florence, SC",1999,120.4525
"Florence, SC",2000,123.425
"Florence, SC",2001,131.03
"Florence, SC",2002,135.6275
"Florence, SC",2003,140.21
"Florence, SC",2004,145.6275
"Florence, SC",2005,152.0325
"Florence, SC",2006,158.1475
"Florence, SC",2007,164.0475
"Florence, SC",2008,167.64
"Florence, SC",2009,166.49
"Florence, SC",2010,163.045
"Florence, SC",2011,158.12
"Florence, SC",2012,159.8725
"Florence, SC",2013,159.4425
"Florence, SC",2014,159.925
"Florence, SC",2015,162.3125
"Florence, SC",2016,166.175
"Florence, SC",2017,168.6225
"Florence, SC",2018,172.3875
"Florence, SC",2019,175.5575
"Florence, SC",2020,186.2875
"Florence, SC",2021,204.305
"Florence, SC",2022,236.0425
"Florence, SC",2023,246.325
Florida,1975,71.0975
Florida,1976,70.825
Florida,1977,74.3225
Florida,1978,82.32
Florida,1979,93.44
Florida,1980,103.555
Florida,1981,108.7475
Florida,1982,111.095
Florida,1983,123.405
Florida,1984,126.695
Florida,1985,128.45
Florida,1986,134.2725
Florida,1987,138.3725
Florida,1988,144.3025
Florida,1989,149.8975
Florida,1990,152.8925
Florida,1991,155.4225
Florida,1992,159.5725
Florida,1993,163.19
Florida,1994,164.5475
Florida,1995,168.5425
Florida,1996,173.2475
Florida,1997,177.8125
Florida,1998,186.4975
Florida,1999,193.6275
Florida,2000,206.7275
Florida,2001,227.3075
Florida,2002,250.53
Florida,2003,277.0475
Florida,2004,324.785
Florida,2005,408.3525
Florida,2006,473.08
Florida,2007,460.7975
Florida,2008,381.915
Florida,2009,325.3875
Florida,2010,293.7775
Florida,2011,271.335
Florida,2012,269.72
Florida,2013,291.5025
Florida,2014,318.6075
Florida,2015,348
Florida,2016,379.9475
Florida,2017,412.42
Florida,2018,443.91
Florida,2019,469.1275
Florida,2020,498.5975
Florida,2021,586.6575
Florida,2022,736.3725
Florida,2023,776.5
"Fond du Lac, WI",1986,64.14666667
"Fond du Lac, WI",1987,66.8025
"Fond du Lac, WI",1988,68.48
"Fond du Lac, WI",1989,71.4325
"Fond du Lac, WI",1990,75.445
"Fond du Lac, WI",1991,78.85
"Fond du Lac, WI",1992,82.33
"Fond du Lac, WI",1993,86.6575
"Fond du Lac, WI",1994,94.4825
"Fond du Lac, WI",1995,102.4625
"Fond du Lac, WI",1996,108.8575
"Fond du Lac, WI",1997,114.6025
"Fond du Lac, WI",1998,118.7375
"Fond du Lac, WI",1999,122.6325
"Fond du Lac, WI",2000,128.42
"Fond du Lac, WI",2001,133.805
"Fond du Lac, WI",2002,139.045
"Fond du Lac, WI",2003,144.005
"Fond du Lac, WI",2004,151.1775
"Fond du Lac, WI",2005,158.3575
"Fond du Lac, WI",2006,163.4075
"Fond du Lac, WI",2007,166.685
"Fond du Lac, WI",2008,165.81
"Fond du Lac, WI",2009,162.545
"Fond du Lac, WI",2010,160.59
"Fond du Lac, WI",2011,157.245
"Fond du Lac, WI",2012,158.5225
"Fond du Lac, WI",2013,155.175
"Fond du Lac, WI",2014,151.7425
"Fond du Lac, WI",2015,156.3775
"Fond du Lac, WI",2016,159.7575
"Fond du Lac, WI",2017,165.855
"Fond du Lac, WI",2018,173.49
"Fond du Lac, WI",2019,181.4925
"Fond du Lac, WI",2020,188.81
"Fond du Lac, WI",2021,209.9075
"Fond du Lac, WI",2022,243.1925
"Fond du Lac, WI",2023,262.66
"Fort Collins, CO",1977,37.245
"Fort Collins, CO",1978,43.4775
"Fort Collins, CO",1979,49.015
"Fort Collins, CO",1980,52.1025
"Fort Collins, CO",1981,53.42
"Fort Collins, CO",1982,53.6525
"Fort Collins, CO",1983,60.1375
"Fort Collins, CO",1984,61.51
"Fort Collins, CO",1985,63.76
"Fort Collins, CO",1986,65.39
"Fort Collins, CO",1987,65.345
"Fort Collins, CO",1988,65.38
"Fort Collins, CO",1989,66.2525
"Fort Collins, CO",1990,67.705
"Fort Collins, CO",1991,70.34
"Fort Collins, CO",1992,74.4675
"Fort Collins, CO",1993,81.86
"Fort Collins, CO",1994,95.1475
"Fort Collins, CO",1995,102.5275
"Fort Collins, CO",1996,108.655
"Fort Collins, CO",1997,113.01
"Fort Collins, CO",1998,118.8875
"Fort Collins, CO",1999,126.7225
"Fort Collins, CO",2000,140.05
"Fort Collins, CO",2001,152.835
"Fort Collins, CO",2002,162.1425
"Fort Collins, CO",2003,166.93
"Fort Collins, CO",2004,172.46
"Fort Collins, CO",2005,178.74
"Fort Collins, CO",2006,180.565
"Fort Collins, CO",2007,181.135
"Fort Collins, CO",2008,179.2975
"Fort Collins, CO",2009,177.8775
"Fort Collins, CO",2010,174.5825
"Fort Collins, CO",2011,173.945
"Fort Collins, CO",2012,177.4925
"Fort Collins, CO",2013,187.93
"Fort Collins, CO",2014,202.43
"Fort Collins, CO",2015,223.7425
"Fort Collins, CO",2016,248.18
"Fort Collins, CO",2017,272.875
"Fort Collins, CO",2018,292.3875
"Fort Collins, CO",2019,304.935
"Fort Collins, CO",2020,315.6675
"Fort Collins, CO",2021,355.9075
"Fort Collins, CO",2022,419.3675
"Fort Collins, CO",2023,433.335
"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",1975,42.78
"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",1976,48.4825
"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",1977,48.0875
"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",1978,52.665
"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",1979,55.7025
"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",1980,63.76
"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",1981,67.275
"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",1982,58.22
"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",1983,74.785
"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",1984,75.36
"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",1985,74.2725
"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",1986,78.3925
"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",1987,82.5725
"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",1988,87.6625
"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",1989,91
"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",1990,92.6875
"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",1991,93.3425
"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",1992,95.4525
"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",1993,97.735
"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",1994,99.6525
"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",1995,102.0675
"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",1996,104.325
"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",1997,106.0775
"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",1998,110.55
"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",1999,114.11
"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",2000,123.5575
"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",2001,139.2475
"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",2002,158.63
"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",2003,179.5775
"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",2004,215.2175
"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",2005,275.5525
"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",2006,321.78
"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",2007,308.7575
"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",2008,239.24
"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",2009,191.91
"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",2010,182.155
"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",2011,171.905
"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",2012,173.6475
"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",2013,192.955
"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",2014,217.91
"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",2015,236.145
"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",2016,255.3525
"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",2017,275.7425
"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",2018,295.615
"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",2019,309.835
"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",2020,326.7375
"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",2021,377.255
"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",2022,470.7475
"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",2023,498.035
"Fort Smith, AR-OK",1985,82.005
"Fort Smith, AR-OK",1986,82.3075
"Fort Smith, AR-OK",1987,83.5875
"Fort Smith, AR-OK",1988,84.1275
"Fort Smith, AR-OK",1989,85.8475
"Fort Smith, AR-OK",1990,86.4475
"Fort Smith, AR-OK",1991,87.33
"Fort Smith, AR-OK",1992,90.1125
"Fort Smith, AR-OK",1993,93.3025
"Fort Smith, AR-OK",1994,98.025
"Fort Smith, AR-OK",1995,102.695
"Fort Smith, AR-OK",1996,106.6875
"Fort Smith, AR-OK",1997,110.88
"Fort Smith, AR-OK",1998,115.1875
"Fort Smith, AR-OK",1999,118.08
"Fort Smith, AR-OK",2000,120.41
"Fort Smith, AR-OK",2001,127.7275
"Fort Smith, AR-OK",2002,131.105
"Fort Smith, AR-OK",2003,135.5225
"Fort Smith, AR-OK",2004,140.955
"Fort Smith, AR-OK",2005,147.2925
"Fort Smith, AR-OK",2006,155.5425
"Fort Smith, AR-OK",2007,161.53
"Fort Smith, AR-OK",2008,162.7925
"Fort Smith, AR-OK",2009,165.18
"Fort Smith, AR-OK",2010,161.2075
"Fort Smith, AR-OK",2011,160.1175
"Fort Smith, AR-OK",2012,160.885
"Fort Smith, AR-OK",2013,159.6525
"Fort Smith, AR-OK",2014,161.4675
"Fort Smith, AR-OK",2015,163.38
"Fort Smith, AR-OK",2016,167.325
"Fort Smith, AR-OK",2017,173.0175
"Fort Smith, AR-OK",2018,178.0825
"Fort Smith, AR-OK",2019,185.1325
"Fort Smith, AR-OK",2020,190.94
"Fort Smith, AR-OK",2021,217.2
"Fort Smith, AR-OK",2022,254.95
"Fort Smith, AR-OK",2023,275.225
"Fort Wayne, IN",1978,56.3675
"Fort Wayne, IN",1979,65.5375
"Fort Wayne, IN",1980,70.4775
"Fort Wayne, IN",1981,71.19
"Fort Wayne, IN",1982,64.6425
"Fort Wayne, IN",1983,66.1075
"Fort Wayne, IN",1984,68.2475
"Fort Wayne, IN",1985,73.99
"Fort Wayne, IN",1986,79.6125
"Fort Wayne, IN",1987,85.0175
"Fort Wayne, IN",1988,87.9175
"Fort Wayne, IN",1989,89.2375
"Fort Wayne, IN",1990,89.9775
"Fort Wayne, IN",1991,92.4175
"Fort Wayne, IN",1992,94.46
"Fort Wayne, IN",1993,96.595
"Fort Wayne, IN",1994,98.375
"Fort Wayne, IN",1995,101.7925
"Fort Wayne, IN",1996,105.7675
"Fort Wayne, IN",1997,109.2275
"Fort Wayne, IN",1998,113.4375
"Fort Wayne, IN",1999,116.7375
"Fort Wayne, IN",2000,119.8625
"Fort Wayne, IN",2001,125.26
"Fort Wayne, IN",2002,128.535
"Fort Wayne, IN",2003,130.87
"Fort Wayne, IN",2004,133.335
"Fort Wayne, IN",2005,136.94
"Fort Wayne, IN",2006,137.705
"Fort Wayne, IN",2007,138.94
"Fort Wayne, IN",2008,136.54
"Fort Wayne, IN",2009,135.105
"Fort Wayne, IN",2010,132.6175
"Fort Wayne, IN",2011,131.7625
"Fort Wayne, IN",2012,132.1625
"Fort Wayne, IN",2013,133.8
"Fort Wayne, IN",2014,135.15
"Fort Wayne, IN",2015,140.7875
"Fort Wayne, IN",2016,146.6
"Fort Wayne, IN",2017,153.63
"Fort Wayne, IN",2018,165.8275
"Fort Wayne, IN",2019,176.3825
"Fort Wayne, IN",2020,188.5525
"Fort Wayne, IN",2021,215.715
"Fort Wayne, IN",2022,253.7175
"Fort Wayne, IN",2023,277.17
"Fort Worth-Arlington-Grapevine, TX (MSAD)",1977,50.91
"Fort Worth-Arlington-Grapevine, TX (MSAD)",1978,58.73
"Fort Worth-Arlington-Grapevine, TX (MSAD)",1979,69.48
"Fort Worth-Arlington-Grapevine, TX (MSAD)",1980,78.9175
"Fort Worth-Arlington-Grapevine, TX (MSAD)",1981,81.775
"Fort Worth-Arlington-Grapevine, TX (MSAD)",1982,81.0125
"Fort Worth-Arlington-Grapevine, TX (MSAD)",1983,91.565
"Fort Worth-Arlington-Grapevine, TX (MSAD)",1984,97.395
"Fort Worth-Arlington-Grapevine, TX (MSAD)",1985,100.205
"Fort Worth-Arlington-Grapevine, TX (MSAD)",1986,103.4
"Fort Worth-Arlington-Grapevine, TX (MSAD)",1987,100.835
"Fort Worth-Arlington-Grapevine, TX (MSAD)",1988,95.1975
"Fort Worth-Arlington-Grapevine, TX (MSAD)",1989,93.4425
"Fort Worth-Arlington-Grapevine, TX (MSAD)",1990,93.8775
"Fort Worth-Arlington-Grapevine, TX (MSAD)",1991,94.66
"Fort Worth-Arlington-Grapevine, TX (MSAD)",1992,96.19
"Fort Worth-Arlington-Grapevine, TX (MSAD)",1993,98.3075
"Fort Worth-Arlington-Grapevine, TX (MSAD)",1994,99.825
"Fort Worth-Arlington-Grapevine, TX (MSAD)",1995,101.85
"Fort Worth-Arlington-Grapevine, TX (MSAD)",1996,104.83
"Fort Worth-Arlington-Grapevine, TX (MSAD)",1997,107.5175
"Fort Worth-Arlington-Grapevine, TX (MSAD)",1998,112.2
"Fort Worth-Arlington-Grapevine, TX (MSAD)",1999,117.3
"Fort Worth-Arlington-Grapevine, TX (MSAD)",2000,123.62
"Fort Worth-Arlington-Grapevine, TX (MSAD)",2001,131.0875
"Fort Worth-Arlington-Grapevine, TX (MSAD)",2002,136.01
"Fort Worth-Arlington-Grapevine, TX (MSAD)",2003,140.5275
"Fort Worth-Arlington-Grapevine, TX (MSAD)",2004,143.5125
"Fort Worth-Arlington-Grapevine, TX (MSAD)",2005,148.0925
"Fort Worth-Arlington-Grapevine, TX (MSAD)",2006,153.085
"Fort Worth-Arlington-Grapevine, TX (MSAD)",2007,157.5025
"Fort Worth-Arlington-Grapevine, TX (MSAD)",2008,158.6025
"Fort Worth-Arlington-Grapevine, TX (MSAD)",2009,159.77
"Fort Worth-Arlington-Grapevine, TX (MSAD)",2010,157.44
"Fort Worth-Arlington-Grapevine, TX (MSAD)",2011,154.44
"Fort Worth-Arlington-Grapevine, TX (MSAD)",2012,155.74
"Fort Worth-Arlington-Grapevine, TX (MSAD)",2013,161.795
"Fort Worth-Arlington-Grapevine, TX (MSAD)",2014,172.82
"Fort Worth-Arlington-Grapevine, TX (MSAD)",2015,186.5675
"Fort Worth-Arlington-Grapevine, TX (MSAD)",2016,203.4525
"Fort Worth-Arlington-Grapevine, TX (MSAD)",2017,224.135
"Fort Worth-Arlington-Grapevine, TX (MSAD)",2018,242.555
"Fort Worth-Arlington-Grapevine, TX (MSAD)",2019,255.1225
"Fort Worth-Arlington-Grapevine, TX (MSAD)",2020,266.675
"Fort Worth-Arlington-Grapevine, TX (MSAD)",2021,307.845
"Fort Worth-Arlington-Grapevine, TX (MSAD)",2022,375.83
"Fort Worth-Arlington-Grapevine, TX (MSAD)",2023,385.76
"Frederick-Gaithersburg-Rockville, MD (MSAD)",1976,31.43666667
"Frederick-Gaithersburg-Rockville, MD (MSAD)",1977,33.5425
"Frederick-Gaithersburg-Rockville, MD (MSAD)",1978,38.89
"Frederick-Gaithersburg-Rockville, MD (MSAD)",1979,45.27
"Frederick-Gaithersburg-Rockville, MD (MSAD)",1980,49.8275
"Frederick-Gaithersburg-Rockville, MD (MSAD)",1981,54.4575
"Frederick-Gaithersburg-Rockville, MD (MSAD)",1982,52.59
"Frederick-Gaithersburg-Rockville, MD (MSAD)",1983,53.785
"Frederick-Gaithersburg-Rockville, MD (MSAD)",1984,56.7425
"Frederick-Gaithersburg-Rockville, MD (MSAD)",1985,59.9075
"Frederick-Gaithersburg-Rockville, MD (MSAD)",1986,64.275
"Frederick-Gaithersburg-Rockville, MD (MSAD)",1987,72.75
"Frederick-Gaithersburg-Rockville, MD (MSAD)",1988,85.085
"Frederick-Gaithersburg-Rockville, MD (MSAD)",1989,97.3525
"Frederick-Gaithersburg-Rockville, MD (MSAD)",1990,100.7475
