MSA,Year,HPI (Not Seasonally Adjusted)
"Kingston, NY",2000,130.625
"Kingston, NY",2001,144.565
"Kingston, NY",2002,163.095
"Kingston, NY",2003,184.005
"Kingston, NY",2004,215.78
"Kingston, NY",2005,248.03
"Kingston, NY",2006,265.305
"Kingston, NY",2007,265.2725
"Kingston, NY",2008,255.3325
"Kingston, NY",2009,244.3325
"Kingston, NY",2010,235.765
"Kingston, NY",2011,226.6725
"Kingston, NY",2012,218.9525
"Kingston, NY",2013,214.17
"Kingston, NY",2014,214.9475
"Kingston, NY",2015,219.98
"Kingston, NY",2016,220.8425
"Kingston, NY",2017,232.0925
"Kingston, NY",2018,247.475
"Kingston, NY",2019,263.5375
"Kingston, NY",2020,283.3725
"Kingston, NY",2021,339.71
"Kingston, NY",2022,397.615
"Kingston, NY",2023,409.905
"Knoxville, TN",1983,66.53666667
"Knoxville, TN",1984,68.555
"Knoxville, TN",1985,70.3925
"Knoxville, TN",1986,73.1325
"Knoxville, TN",1987,77.9725
"Knoxville, TN",1988,80.1775
"Knoxville, TN",1989,83.3225
"Knoxville, TN",1990,85.4875
"Knoxville, TN",1991,87.52
"Knoxville, TN",1992,91.1775
"Knoxville, TN",1993,94.5225
"Knoxville, TN",1994,98.47
"Knoxville, TN",1995,102.35
"Knoxville, TN",1996,106.83
"Knoxville, TN",1997,109.9025
"Knoxville, TN",1998,115.07
"Knoxville, TN",1999,117.51
"Knoxville, TN",2000,121.27
"Knoxville, TN",2001,127.86
"Knoxville, TN",2002,132.1725
"Knoxville, TN",2003,138.19
"Knoxville, TN",2004,145.9125
"Knoxville, TN",2005,157.625
"Knoxville, TN",2006,170.2925
"Knoxville, TN",2007,179.6375
"Knoxville, TN",2008,181.0575
"Knoxville, TN",2009,179.1675
"Knoxville, TN",2010,174.5975
"Knoxville, TN",2011,170.8225
"Knoxville, TN",2012,170.5775
"Knoxville, TN",2013,172.3025
"Knoxville, TN",2014,175.6725
"Knoxville, TN",2015,180.445
"Knoxville, TN",2016,187.075
"Knoxville, TN",2017,196.49
"Knoxville, TN",2018,208.8675
"Knoxville, TN",2019,221.2525
"Knoxville, TN",2020,236.9425
"Knoxville, TN",2021,279.7075
"Knoxville, TN",2022,349.4125
"Knoxville, TN",2023,378.11
"Kokomo, IN",1986,70.58
"Kokomo, IN",1987,71.615
"Kokomo, IN",1988,72.6775
"Kokomo, IN",1989,76.175
"Kokomo, IN",1990,78.4025
"Kokomo, IN",1991,82.0075
"Kokomo, IN",1992,85.4125
"Kokomo, IN",1993,88.3175
"Kokomo, IN",1994,94.5775
"Kokomo, IN",1995,102.8175
"Kokomo, IN",1996,110.015
"Kokomo, IN",1997,114.8625
"Kokomo, IN",1998,119.0575
"Kokomo, IN",1999,122.5225
"Kokomo, IN",2000,126.4775
"Kokomo, IN",2001,131.5525
"Kokomo, IN",2002,134.415
"Kokomo, IN",2003,136.725
"Kokomo, IN",2004,139.775
"Kokomo, IN",2005,141.4325
"Kokomo, IN",2006,137.725
"Kokomo, IN",2007,134.6575
"Kokomo, IN",2008,130.9175
"Kokomo, IN",2009,126.2
"Kokomo, IN",2010,118.905
"Kokomo, IN",2011,118.545
"Kokomo, IN",2012,116.7675
"Kokomo, IN",2013,120.515
"Kokomo, IN",2014,122.375
"Kokomo, IN",2015,126.975
"Kokomo, IN",2016,130.9125
"Kokomo, IN",2017,137.265
"Kokomo, IN",2018,145.6675
"Kokomo, IN",2019,151.9225
"Kokomo, IN",2020,160.41
"Kokomo, IN",2021,180.675
"Kokomo, IN",2022,205.1375
"Kokomo, IN",2023,221.745
"La Crosse-Onalaska, WI-MN",1984,72.77
"La Crosse-Onalaska, WI-MN",1985,71.7075
"La Crosse-Onalaska, WI-MN",1986,74.395
"La Crosse-Onalaska, WI-MN",1987,74.0875
"La Crosse-Onalaska, WI-MN",1988,74.66
"La Crosse-Onalaska, WI-MN",1989,76.665
"La Crosse-Onalaska, WI-MN",1990,79.16
"La Crosse-Onalaska, WI-MN",1991,82.2825
"La Crosse-Onalaska, WI-MN",1992,85.7875
"La Crosse-Onalaska, WI-MN",1993,88.995
"La Crosse-Onalaska, WI-MN",1994,96.87
"La Crosse-Onalaska, WI-MN",1995,104.26
"La Crosse-Onalaska, WI-MN",1996,110.3675
"La Crosse-Onalaska, WI-MN",1997,116.6
"La Crosse-Onalaska, WI-MN",1998,121.39
"La Crosse-Onalaska, WI-MN",1999,128.275
"La Crosse-Onalaska, WI-MN",2000,135.45
"La Crosse-Onalaska, WI-MN",2001,142.805
"La Crosse-Onalaska, WI-MN",2002,149.4675
"La Crosse-Onalaska, WI-MN",2003,156.14
"La Crosse-Onalaska, WI-MN",2004,166.995
"La Crosse-Onalaska, WI-MN",2005,177.665
"La Crosse-Onalaska, WI-MN",2006,183.16
"La Crosse-Onalaska, WI-MN",2007,186.515
"La Crosse-Onalaska, WI-MN",2008,187.47
"La Crosse-Onalaska, WI-MN",2009,186.3975
"La Crosse-Onalaska, WI-MN",2010,186.2525
"La Crosse-Onalaska, WI-MN",2011,185.2275
"La Crosse-Onalaska, WI-MN",2012,186.8225
"La Crosse-Onalaska, WI-MN",2013,189.6625
"La Crosse-Onalaska, WI-MN",2014,193.5075
"La Crosse-Onalaska, WI-MN",2015,198.1775
"La Crosse-Onalaska, WI-MN",2016,207.4175
"La Crosse-Onalaska, WI-MN",2017,218.5625
"La Crosse-Onalaska, WI-MN",2018,229.2175
"La Crosse-Onalaska, WI-MN",2019,239.52
"La Crosse-Onalaska, WI-MN",2020,249.1825
"La Crosse-Onalaska, WI-MN",2021,274.9325
"La Crosse-Onalaska, WI-MN",2022,316.7425
"La Crosse-Onalaska, WI-MN",2023,329.815
"Lafayette-West Lafayette, IN",1985,60.67
"Lafayette-West Lafayette, IN",1986,62.71
"Lafayette-West Lafayette, IN",1987,67.92
"Lafayette-West Lafayette, IN",1988,72.16
"Lafayette-West Lafayette, IN",1989,76.4575
"Lafayette-West Lafayette, IN",1990,80.7325
"Lafayette-West Lafayette, IN",1991,84.495
"Lafayette-West Lafayette, IN",1992,88.57
"Lafayette-West Lafayette, IN",1993,91.8475
"Lafayette-West Lafayette, IN",1994,96.9075
"Lafayette-West Lafayette, IN",1995,101.5425
"Lafayette-West Lafayette, IN",1996,106.2325
"Lafayette-West Lafayette, IN",1997,110.16
"Lafayette-West Lafayette, IN",1998,113.7225
"Lafayette-West Lafayette, IN",1999,116.48
"Lafayette-West Lafayette, IN",2000,119.025
"Lafayette-West Lafayette, IN",2001,123.3625
"Lafayette-West Lafayette, IN",2002,125.7075
"Lafayette-West Lafayette, IN",2003,127.5625
"Lafayette-West Lafayette, IN",2004,129.5225
"Lafayette-West Lafayette, IN",2005,130.31
"Lafayette-West Lafayette, IN",2006,130.5075
"Lafayette-West Lafayette, IN",2007,131.11
"Lafayette-West Lafayette, IN",2008,130.925
"Lafayette-West Lafayette, IN",2009,131.4625
"Lafayette-West Lafayette, IN",2010,129.9
"Lafayette-West Lafayette, IN",2011,127.8
"Lafayette-West Lafayette, IN",2012,128.94
"Lafayette-West Lafayette, IN",2013,130.5175
"Lafayette-West Lafayette, IN",2014,132.38
"Lafayette-West Lafayette, IN",2015,139.4375
"Lafayette-West Lafayette, IN",2016,143.325
"Lafayette-West Lafayette, IN",2017,151.07
"Lafayette-West Lafayette, IN",2018,159.93
"Lafayette-West Lafayette, IN",2019,169.81
"Lafayette-West Lafayette, IN",2020,178.9075
"Lafayette-West Lafayette, IN",2021,204.375
"Lafayette-West Lafayette, IN",2022,235.8075
"Lafayette-West Lafayette, IN",2023,248.92
"Lafayette, LA",1980,92.525
"Lafayette, LA",1981,100.11
"Lafayette, LA",1982,109.72
"Lafayette, LA",1983,110.635
"Lafayette, LA",1984,105.2925
"Lafayette, LA",1985,96.4075
"Lafayette, LA",1986,88.75
"Lafayette, LA",1987,76.9975
"Lafayette, LA",1988,68.0175
"Lafayette, LA",1989,72.805
"Lafayette, LA",1990,78.4825
"Lafayette, LA",1991,83.95
"Lafayette, LA",1992,88.1
"Lafayette, LA",1993,91.76
"Lafayette, LA",1994,98.95
"Lafayette, LA",1995,103.6475
"Lafayette, LA",1996,109.4125
"Lafayette, LA",1997,115.9025
"Lafayette, LA",1998,121.9575
"Lafayette, LA",1999,125.3825
"Lafayette, LA",2000,128.445
"Lafayette, LA",2001,133.6175
"Lafayette, LA",2002,139.7425
"Lafayette, LA",2003,146.33
"Lafayette, LA",2004,154.465
"Lafayette, LA",2005,166.0475
"Lafayette, LA",2006,181.425
"Lafayette, LA",2007,191.4925
"Lafayette, LA",2008,195.0625
"Lafayette, LA",2009,196.9625
"Lafayette, LA",2010,194.7175
"Lafayette, LA",2011,192.1225
"Lafayette, LA",2012,194.835
"Lafayette, LA",2013,198.7875
"Lafayette, LA",2014,204.5325
"Lafayette, LA",2015,209.83
"Lafayette, LA",2016,212.2475
"Lafayette, LA",2017,214.3875
"Lafayette, LA",2018,215.3225
"Lafayette, LA",2019,219.45
"Lafayette, LA",2020,226.6325
"Lafayette, LA",2021,239.6375
"Lafayette, LA",2022,267.01
"Lafayette, LA",2023,267.54
"Lake Charles, LA",1988,81.68333333
"Lake Charles, LA",1989,83.5575
"Lake Charles, LA",1990,85.395
"Lake Charles, LA",1991,87.2575
"Lake Charles, LA",1992,87.6925
"Lake Charles, LA",1993,91.755
"Lake Charles, LA",1994,96.1
"Lake Charles, LA",1995,102.0825
"Lake Charles, LA",1996,106.4075
"Lake Charles, LA",1997,109.85
"Lake Charles, LA",1998,114.8125
"Lake Charles, LA",1999,118.1575
"Lake Charles, LA",2000,119.3925
"Lake Charles, LA",2001,125.4775
"Lake Charles, LA",2002,127.885
"Lake Charles, LA",2003,133.2875
"Lake Charles, LA",2004,138.245
"Lake Charles, LA",2005,146.08
"Lake Charles, LA",2006,162.2975
"Lake Charles, LA",2007,171.7325
"Lake Charles, LA",2008,175.735
"Lake Charles, LA",2009,178.09
"Lake Charles, LA",2010,176.6325
"Lake Charles, LA",2011,176
"Lake Charles, LA",2012,177.255
"Lake Charles, LA",2013,181.37
"Lake Charles, LA",2014,191.7175
"Lake Charles, LA",2015,199.78
"Lake Charles, LA",2016,211.265
"Lake Charles, LA",2017,217.365
"Lake Charles, LA",2018,224.4675
"Lake Charles, LA",2019,229.155
"Lake Charles, LA",2020,234.4275
"Lake Charles, LA",2021,247.7175
"Lake Charles, LA",2022,271.425
"Lake Charles, LA",2023,271.435
"Lake County-Kenosha County, IL-WI (MSAD)",1977,39.29
"Lake County-Kenosha County, IL-WI (MSAD)",1978,44.6
"Lake County-Kenosha County, IL-WI (MSAD)",1979,45.57
"Lake County-Kenosha County, IL-WI (MSAD)",1980,44.2875
"Lake County-Kenosha County, IL-WI (MSAD)",1981,48.0575
"Lake County-Kenosha County, IL-WI (MSAD)",1982,45.6025
"Lake County-Kenosha County, IL-WI (MSAD)",1983,49.42
"Lake County-Kenosha County, IL-WI (MSAD)",1984,51.79
"Lake County-Kenosha County, IL-WI (MSAD)",1985,55.5925
"Lake County-Kenosha County, IL-WI (MSAD)",1986,60.095
"Lake County-Kenosha County, IL-WI (MSAD)",1987,67.1425
"Lake County-Kenosha County, IL-WI (MSAD)",1988,74.375
"Lake County-Kenosha County, IL-WI (MSAD)",1989,80.5075
"Lake County-Kenosha County, IL-WI (MSAD)",1990,85.075
"Lake County-Kenosha County, IL-WI (MSAD)",1991,88.81
"Lake County-Kenosha County, IL-WI (MSAD)",1992,91.9925
"Lake County-Kenosha County, IL-WI (MSAD)",1993,94.985
"Lake County-Kenosha County, IL-WI (MSAD)",1994,98.435
"Lake County-Kenosha County, IL-WI (MSAD)",1995,101.785
"Lake County-Kenosha County, IL-WI (MSAD)",1996,104.9075
"Lake County-Kenosha County, IL-WI (MSAD)",1997,107.8875
"Lake County-Kenosha County, IL-WI (MSAD)",1998,111.16
"Lake County-Kenosha County, IL-WI (MSAD)",1999,115.225
"Lake County-Kenosha County, IL-WI (MSAD)",2000,123.2075
"Lake County-Kenosha County, IL-WI (MSAD)",2001,130.88
"Lake County-Kenosha County, IL-WI (MSAD)",2002,139.4325
"Lake County-Kenosha County, IL-WI (MSAD)",2003,146.765
"Lake County-Kenosha County, IL-WI (MSAD)",2004,158.6425
"Lake County-Kenosha County, IL-WI (MSAD)",2005,171.215
"Lake County-Kenosha County, IL-WI (MSAD)",2006,179.1775
"Lake County-Kenosha County, IL-WI (MSAD)",2007,180.1375
"Lake County-Kenosha County, IL-WI (MSAD)",2008,172.2575
"Lake County-Kenosha County, IL-WI (MSAD)",2009,157.965
"Lake County-Kenosha County, IL-WI (MSAD)",2010,146.5775
"Lake County-Kenosha County, IL-WI (MSAD)",2011,137.2075
"Lake County-Kenosha County, IL-WI (MSAD)",2012,132.305
"Lake County-Kenosha County, IL-WI (MSAD)",2013,133.3875
"Lake County-Kenosha County, IL-WI (MSAD)",2014,139.305
"Lake County-Kenosha County, IL-WI (MSAD)",2015,144.295
"Lake County-Kenosha County, IL-WI (MSAD)",2016,148.44
"Lake County-Kenosha County, IL-WI (MSAD)",2017,152.4375
"Lake County-Kenosha County, IL-WI (MSAD)",2018,156.495
"Lake County-Kenosha County, IL-WI (MSAD)",2019,160.7025
"Lake County-Kenosha County, IL-WI (MSAD)",2020,165.07
"Lake County-Kenosha County, IL-WI (MSAD)",2021,180.0725
"Lake County-Kenosha County, IL-WI (MSAD)",2022,205.5975
"Lake County-Kenosha County, IL-WI (MSAD)",2023,216.425
"Lake Havasu City-Kingman, AZ",1986,76.72
"Lake Havasu City-Kingman, AZ",1987,78.1325
"Lake Havasu City-Kingman, AZ",1988,77.9825
"Lake Havasu City-Kingman, AZ",1989,84.0425
"Lake Havasu City-Kingman, AZ",1990,95.295
"Lake Havasu City-Kingman, AZ",1991,104.08
"Lake Havasu City-Kingman, AZ",1992,107.555
"Lake Havasu City-Kingman, AZ",1993,107.6425
"Lake Havasu City-Kingman, AZ",1994,103.58
"Lake Havasu City-Kingman, AZ",1995,103.1975
"Lake Havasu City-Kingman, AZ",1996,104.3575
"Lake Havasu City-Kingman, AZ",1997,104.495
"Lake Havasu City-Kingman, AZ",1998,108.53
"Lake Havasu City-Kingman, AZ",1999,106.485
"Lake Havasu City-Kingman, AZ",2000,110.385
"Lake Havasu City-Kingman, AZ",2001,118.3
"Lake Havasu City-Kingman, AZ",2002,128.5825
"Lake Havasu City-Kingman, AZ",2003,145.6475
"Lake Havasu City-Kingman, AZ",2004,180.02
"Lake Havasu City-Kingman, AZ",2005,224.5525
"Lake Havasu City-Kingman, AZ",2006,257.175
"Lake Havasu City-Kingman, AZ",2007,246.9125
"Lake Havasu City-Kingman, AZ",2008,206.4425
"Lake Havasu City-Kingman, AZ",2009,174.1375
"Lake Havasu City-Kingman, AZ",2010,150.8125
"Lake Havasu City-Kingman, AZ",2011,141.49
"Lake Havasu City-Kingman, AZ",2012,145.67
"Lake Havasu City-Kingman, AZ",2013,156.3575
"Lake Havasu City-Kingman, AZ",2014,169.315
"Lake Havasu City-Kingman, AZ",2015,182.7675
"Lake Havasu City-Kingman, AZ",2016,193.09
"Lake Havasu City-Kingman, AZ",2017,208.335
"Lake Havasu City-Kingman, AZ",2018,229.8375
"Lake Havasu City-Kingman, AZ",2019,248.08
"Lake Havasu City-Kingman, AZ",2020,269.215
"Lake Havasu City-Kingman, AZ",2021,331.4225
